Tstamp,Tflow,AveMc,BCmc,BC
2021-04-10 22:54:00,0.3167,2.08,-9.99,2.08
2021-04-10 23:04:00,0.3167,2.01,-9.99,2.01
2021-04-10 23:14:00,0.3167,2.04,-9.99,2.04
2021-04-10 23:24:00,0.3167,2.13,-9.99,2.13
2021-04-10 23:34:00,0.3167,2.17,-9.99,2.17
2021-04-10 23:44:00,0.3167,2.2,-9.99,2.2
2021-04-10 23:54:00,0.3167,2.27,-9.99,2.27
2021-04-11 00:04:00,0.3167,2.29,-9.99,2.29
2021-04-11 00:14:00,0.3167,2.3,-9.99,2.3
2021-04-11 00:24:00,0.3167,2.37,-9.99,2.37
2021-04-11 00:34:00,0.3167,2.41,-9.99,2.41
2021-04-11 00:44:00,0.3167,2.46,-9.99,2.46
2021-04-11 00:54:00,0.3167,2.45,-9.99,2.45
2021-04-11 01:04:00,0.3167,2.46,-9.99,2.46
2021-04-11 01:14:00,0.3167,2.44,-9.99,2.44
2021-04-11 01:24:00,0.3167,2.43,-9.99,2.43
2021-04-11 01:34:00,0.3167,2.54,-9.99,2.54
2021-04-11 01:44:00,0.3167,2.75,-9.99,2.75
2021-04-11 01:54:00,0.3151,2.96,-9.99,2.96
2021-04-11 02:04:00,0.3058,3.13,3.26,3.13
2021-04-11 02:14:00,0.3058,3.5,-9.99,3.5
2021-04-11 02:24:00,0.3058,3.98,-9.99,3.98
2021-04-11 02:34:00,0.3058,4.09,-9.99,4.09
2021-04-11 02:44:00,0.3058,4.12,-9.99,4.12
2021-04-11 02:54:00,0.3058,4.33,-9.99,4.33
2021-04-11 03:04:00,0.3058,4.91,-9.99,4.91
2021-04-11 03:14:00,0.3058,4.86,-9.99,4.86
2021-04-11 03:24:00,0.3058,4.8,-9.99,4.8
2021-04-11 03:34:00,0.3058,4.56,-9.99,4.56
2021-04-11 03:44:00,0.3058,4.25,-9.99,4.25
2021-04-11 03:54:00,0.3058,4.12,-9.99,4.12
2021-04-11 04:04:00,0.3058,3.91,-9.99,3.91
2021-04-11 04:14:00,0.3058,3.71,-9.99,3.71
2021-04-11 04:24:00,0.3058,3.6,-9.99,3.6
2021-04-11 04:34:00,0.3058,3.38,-9.99,3.38
2021-04-11 04:44:00,0.3058,3.0,-9.99,3.0
2021-04-11 04:54:00,0.3058,2.73,-9.99,2.73
2021-04-11 05:04:00,0.3058,2.69,-9.99,2.69
2021-04-11 05:14:00,0.3058,2.59,-9.99,2.59
2021-04-11 05:24:00,0.3058,2.59,-9.99,2.59
2021-04-11 05:34:00,0.3058,2.31,-9.99,2.31
2021-04-11 05:44:00,0.3058,2.28,-9.99,2.28
2021-04-11 05:54:00,0.3058,2.07,-9.99,2.07
2021-04-11 06:04:00,0.3058,2.02,-9.99,2.02
2021-04-11 06:14:00,0.3055,2.06,-9.99,2.06
2021-04-11 06:24:00,0.3017,2.02,-9.99,2.02
2021-04-11 06:34:00,0.3049,1.93,-9.99,1.93
2021-04-11 06:44:00,0.3058,1.86,-9.99,1.86
2021-04-11 06:54:00,0.3058,1.7,-9.99,1.7
2021-04-11 07:04:00,0.3058,1.76,-9.99,1.76
2021-04-11 07:14:00,0.3058,1.81,-9.99,1.81
2021-04-11 07:24:00,0.3057,1.84,-9.99,1.84
2021-04-11 07:34:00,0.3057,2.09,-9.99,2.09
2021-04-11 07:44:00,0.3058,2.02,-9.99,2.02
2021-04-11 07:54:00,0.3038,1.97,-9.99,1.97
2021-04-11 08:04:00,0.3019,2.21,-9.99,2.21
2021-04-11 08:14:00,0.2966,2.26,-9.99,2.26
2021-04-11 08:24:00,0.2996,2.41,-9.99,2.41
2021-04-11 08:34:00,0.2989,2.27,-9.99,2.27
2021-04-11 08:44:00,0.295,2.15,-9.99,2.15
2021-04-11 08:54:00,0.2949,2.04,-9.99,2.04
2021-04-11 09:04:00,0.2949,2.17,-9.99,2.17
2021-04-11 09:14:00,0.2949,2.15,-9.99,2.15
2021-04-11 09:24:00,0.2955,2.3,2.34,2.3
2021-04-11 09:34:00,0.2986,2.12,-9.99,2.12
2021-04-11 09:44:00,0.2949,1.89,-9.99,1.89
2021-04-11 09:54:00,0.2949,1.72,-9.99,1.72
2021-04-11 10:04:00,0.2949,1.49,-9.99,1.49
2021-04-11 10:14:00,0.2949,1.27,-9.99,1.27
2021-04-11 10:24:00,0.2949,1.18,-9.99,1.18
2021-04-11 10:34:00,0.2949,1.04,-9.99,1.04
2021-04-11 10:44:00,0.2949,0.87,-9.99,0.87
2021-04-11 10:54:00,0.2949,1.09,-9.99,1.09
2021-04-11 11:04:00,0.2949,0.88,-9.99,0.88
2021-04-11 11:14:00,0.2949,0.82,-9.99,0.82
2021-04-11 11:24:00,0.2949,0.6,-9.99,0.6
2021-04-11 11:34:00,0.2949,0.63,-9.99,0.63
2021-04-11 11:44:00,0.2949,0.5,-9.99,0.5
2021-04-11 11:54:00,0.2949,0.53,-9.99,0.53
2021-04-11 12:04:00,0.2949,0.55,-9.99,0.55
2021-04-11 12:14:00,0.2949,0.4,-9.99,0.4
2021-04-11 12:24:00,0.2949,0.37,-9.99,0.37
2021-04-11 12:34:00,0.2949,0.79,-9.99,0.79
2021-04-11 12:44:00,0.2949,0.66,0.69,0.66
2021-04-11 12:54:00,0.2949,0.41,-9.99,0.41
2021-04-11 13:04:00,0.2945,0.45,-9.99,0.45
2021-04-11 13:14:00,0.2897,0.48,-9.99,0.48
2021-04-11 13:24:00,0.2913,0.49,-9.99,0.49
2021-04-11 13:34:00,0.2867,0.48,-9.99,0.48
2021-04-11 13:44:00,0.2899,0.59,-9.99,0.59
2021-04-11 13:54:00,0.2855,0.63,-9.99,0.63
2021-04-11 14:04:00,0.2842,0.38,-9.99,0.38
2021-04-11 14:14:00,0.2916,0.52,-9.99,0.52
2021-04-11 14:24:00,0.2943,0.63,-9.99,0.63
2021-04-11 14:34:00,0.2946,0.78,-9.99,0.78
2021-04-11 14:44:00,0.294,0.69,-9.99,0.69
2021-04-11 14:54:00,0.2935,0.66,-9.99,0.66
2021-04-11 15:04:00,0.2909,0.64,-9.99,0.64
2021-04-11 15:14:00,0.287,0.73,-9.99,0.73
2021-04-11 15:24:00,0.284,0.5,-9.99,0.5
2021-04-11 15:34:00,0.2848,0.44,-9.99,0.44
2021-04-11 15:44:00,0.284,0.45,-9.99,0.45
2021-04-11 15:54:00,0.2871,0.45,-9.99,0.45
2021-04-11 16:04:00,0.2945,0.53,-9.99,0.53
2021-04-11 16:14:00,0.2941,0.53,-9.99,0.53
2021-04-11 16:24:00,0.2919,0.42,-9.99,0.42
2021-04-11 16:34:00,0.2944,0.51,-9.99,0.51
2021-04-11 16:44:00,0.2923,0.45,-9.99,0.45
2021-04-11 16:54:00,0.2884,0.57,-9.99,0.57
2021-04-11 17:04:00,0.2866,0.57,-9.99,0.57
2021-04-11 17:14:00,0.2895,0.47,-9.99,0.47
2021-04-11 17:24:00,0.284,0.56,-9.99,0.56
2021-04-11 17:34:00,0.2844,0.57,-9.99,0.57
2021-04-11 17:44:00,0.2843,0.58,-9.99,0.58
2021-04-11 17:54:00,0.2846,0.52,-9.99,0.52
2021-04-11 18:04:00,0.2934,0.53,-9.99,0.53
2021-04-11 18:14:00,0.2851,0.6,-9.99,0.6
2021-04-11 18:24:00,0.286,0.5,-9.99,0.5
2021-04-11 18:34:00,0.2897,0.53,-9.99,0.53
2021-04-11 18:44:00,0.2923,0.51,-9.99,0.51
2021-04-11 18:54:00,0.2916,0.5,-9.99,0.5
2021-04-11 19:14:00,0.2949,5.28,-9.99,5.28
2021-04-11 19:24:00,0.2949,1.13,-9.99,1.13
2021-04-11 19:34:00,0.2949,0.74,-9.99,0.74
2021-04-11 19:44:00,0.293,0.4,-9.99,0.4
2021-04-11 19:54:00,0.2945,0.44,-9.99,0.44
2021-04-11 20:04:00,0.2876,0.43,-9.99,0.43
2021-04-11 20:14:00,0.2902,0.47,-9.99,0.47
2021-04-11 20:24:00,0.286,0.5,-9.99,0.5
2021-04-11 20:34:00,0.2923,0.44,-9.99,0.44
2021-04-11 20:44:00,0.2916,0.54,-9.99,0.54
2021-04-11 20:54:00,0.2947,0.45,-9.99,0.45
2021-04-11 21:04:00,0.2912,0.51,-9.99,0.51
2021-04-11 21:14:00,0.2949,0.49,-9.99,0.49
2021-04-11 21:24:00,0.2919,0.49,-9.99,0.49
2021-04-11 21:34:00,0.2927,0.55,-9.99,0.55
2021-04-11 21:44:00,0.2945,0.49,-9.99,0.49
2021-04-11 21:54:00,0.2929,0.51,-9.99,0.51
2021-04-11 22:04:00,0.2911,0.57,-9.99,0.57
2021-04-11 22:14:00,0.2917,0.6,-9.99,0.6
2021-04-11 22:24:00,0.2933,0.53,-9.99,0.53
2021-04-11 22:34:00,0.2902,0.5,-9.99,0.5
2021-04-11 22:44:00,0.293,0.56,-9.99,0.56
2021-04-11 22:54:00,0.2938,0.58,-9.99,0.58
2021-04-11 23:04:00,0.2899,0.56,-9.99,0.56
2021-04-11 23:14:00,0.2885,0.58,-9.99,0.58
2021-04-11 23:24:00,0.2943,0.62,-9.99,0.62
2021-04-11 23:34:00,0.2946,0.6,-9.99,0.6
2021-04-11 23:44:00,0.2938,0.62,-9.99,0.62
2021-04-11 23:54:00,0.284,0.6,-9.99,0.6
2021-04-12 00:04:00,0.284,0.59,-9.99,0.59
2021-04-12 00:14:00,0.284,0.58,-9.99,0.58
2021-04-12 00:24:00,0.284,0.55,-9.99,0.55
2021-04-12 00:34:00,0.284,0.51,-9.99,0.51
2021-04-12 00:44:00,0.284,0.58,-9.99,0.58
2021-04-12 00:54:00,0.284,0.57,-9.99,0.57
2021-04-12 01:04:00,0.284,0.55,-9.99,0.55
2021-04-12 01:14:00,0.284,0.55,-9.99,0.55
2021-04-12 01:24:00,0.284,0.54,-9.99,0.54
2021-04-12 01:34:00,0.284,0.48,-9.99,0.48
2021-04-12 01:44:00,0.284,0.51,-9.99,0.51
2021-04-12 01:54:00,0.284,0.5,-9.99,0.5
2021-04-12 02:04:00,0.284,0.5,-9.99,0.5
2021-04-12 02:14:00,0.284,0.46,-9.99,0.46
2021-04-12 02:24:00,0.284,0.43,-9.99,0.43
2021-04-12 02:34:00,0.284,0.44,-9.99,0.44
2021-04-12 02:44:00,0.284,0.44,-9.99,0.44
2021-04-12 02:54:00,0.284,0.48,-9.99,0.48
2021-04-12 03:04:00,0.284,0.49,-9.99,0.49
2021-04-12 03:14:00,0.284,0.5,-9.99,0.5
2021-04-12 03:24:00,0.284,0.52,-9.99,0.52
2021-04-12 03:34:00,0.284,0.52,-9.99,0.52
2021-04-12 03:44:00,0.284,0.51,-9.99,0.51
2021-04-12 03:54:00,0.284,0.49,-9.99,0.49
2021-04-12 04:04:00,0.284,0.53,-9.99,0.53
2021-04-12 04:14:00,0.284,0.53,-9.99,0.53
2021-04-12 04:24:00,0.284,0.56,-9.99,0.56
2021-04-12 04:34:00,0.284,0.55,-9.99,0.55
2021-04-12 04:44:00,0.284,0.51,-9.99,0.51
2021-04-12 04:54:00,0.284,0.5,-9.99,0.5
2021-04-12 05:04:00,0.284,0.49,-9.99,0.49
2021-04-12 05:14:00,0.284,0.47,-9.99,0.47
2021-04-12 05:24:00,0.284,0.5,-9.99,0.5
2021-04-12 05:34:00,0.284,0.58,-9.99,0.58
2021-04-12 05:44:00,0.284,0.58,-9.99,0.58
2021-04-12 05:54:00,0.284,0.57,-9.99,0.57
2021-04-12 06:04:00,0.284,0.57,-9.99,0.57
2021-04-12 06:14:00,0.284,0.56,-9.99,0.56
2021-04-12 06:24:00,0.284,0.59,-9.99,0.59
2021-04-12 06:34:00,0.284,0.6,-9.99,0.6
2021-04-12 06:44:00,0.284,0.63,-9.99,0.63
2021-04-12 06:54:00,0.284,0.73,-9.99,0.73
2021-04-12 07:04:00,0.284,0.9,-9.99,0.9
2021-04-12 07:14:00,0.284,1.12,-9.99,1.12
2021-04-12 07:24:00,0.284,0.86,-9.99,0.86
2021-04-12 07:34:00,0.284,0.91,-9.99,0.91
2021-04-12 07:44:00,0.284,0.96,-9.99,0.96
2021-04-12 07:54:00,0.284,0.75,-9.99,0.75
2021-04-12 08:04:00,0.284,0.81,-9.99,0.81
2021-04-12 08:14:00,0.284,0.68,-9.99,0.68
2021-04-12 08:24:00,0.284,1.1,-9.99,1.1
2021-04-12 08:34:00,0.284,0.76,-9.99,0.76
2021-04-12 08:44:00,0.284,0.6,-9.99,0.6
2021-04-12 08:54:00,0.284,0.74,-9.99,0.74
2021-04-12 09:04:00,0.284,0.65,-9.99,0.65
2021-04-12 09:14:00,0.284,0.5,-9.99,0.5
2021-04-12 09:24:00,0.284,0.43,-9.99,0.43
2021-04-12 09:34:00,0.284,0.51,-9.99,0.51
2021-04-12 09:44:00,0.284,0.55,-9.99,0.55
2021-04-12 09:54:00,0.284,0.74,-9.99,0.74
2021-04-12 10:04:00,0.284,0.67,-9.99,0.67
2021-04-12 10:14:00,0.284,0.63,-9.99,0.63
2021-04-12 10:24:00,0.284,0.3,-9.99,0.3
2021-04-12 10:34:00,0.284,0.71,-9.99,0.71
2021-04-12 10:44:00,0.284,0.45,-9.99,0.45
2021-04-12 10:54:00,0.2876,0.5,-9.99,0.5
2021-04-12 11:04:00,0.284,0.51,-9.99,0.51
2021-04-12 11:14:00,0.284,0.15,-9.99,0.15
2021-04-12 11:24:00,0.284,0.49,-9.99,0.49
2021-04-12 11:34:00,0.284,0.51,-9.99,0.51
2021-04-12 11:44:00,0.284,0.52,-9.99,0.52
2021-04-12 11:54:00,0.284,0.38,4.67,0.38
2021-04-12 12:04:00,0.284,0.54,-9.99,0.54
2021-04-12 12:14:00,0.284,0.54,-9.99,0.54
2021-04-12 12:24:00,0.284,0.38,-9.99,0.38
2021-04-12 12:34:00,0.284,0.42,-9.99,0.42
2021-04-12 12:44:00,0.284,0.46,-9.99,0.46
2021-04-12 12:54:00,0.284,0.55,-9.99,0.55
2021-04-12 13:04:00,0.284,0.56,-9.99,0.56
2021-04-12 13:14:00,0.2838,0.41,-9.99,0.41
2021-04-12 13:24:00,0.2815,0.31,-9.99,0.31
2021-04-12 13:34:00,0.2741,0.45,-9.99,0.45
2021-04-12 13:44:00,0.2731,0.57,-9.99,0.57
2021-04-12 13:54:00,0.2731,0.49,-9.99,0.49
2021-04-12 14:04:00,0.2732,0.52,-9.99,0.52
2021-04-12 14:24:00,0.3383,0.48,-9.99,0.48
2021-04-12 14:34:00,0.3366,0.52,-9.99,0.52
2021-04-12 14:44:00,0.3385,0.41,-9.99,0.41
2021-04-12 14:54:00,0.3385,0.71,-9.99,0.71
2021-04-12 15:04:00,0.3385,0.66,-9.99,0.66
2021-04-12 15:14:00,0.3385,0.8,-9.99,0.8
2021-04-12 15:24:00,0.3385,0.68,-9.99,0.68
2021-04-12 15:34:00,0.3385,0.58,-9.99,0.58
2021-04-12 15:44:00,0.3383,0.57,-9.99,0.57
2021-04-12 15:54:00,0.3384,0.81,-9.99,0.81
2021-04-12 16:04:00,0.3385,0.93,-9.99,0.93
2021-04-12 16:14:00,0.3385,1.16,-9.99,1.16
2021-04-12 16:24:00,0.3385,0.66,-9.99,0.66
2021-04-12 16:34:00,0.3385,0.79,0.72,0.79
2021-04-12 16:44:00,0.3385,0.9,-9.99,0.9
2021-04-12 16:54:00,0.3389,1.12,-9.99,1.12
2021-04-12 17:04:00,0.3425,0.77,-9.99,0.77
2021-04-12 17:14:00,0.3385,0.58,-9.99,0.58
2021-04-12 17:24:00,0.3385,0.61,-9.99,0.61
2021-04-12 17:34:00,0.3385,0.85,-9.99,0.85
2021-04-13 16:44:00,0.2522,2.3,-9.99,2.3
2021-04-13 16:54:00,0.3385,1.12,-9.99,1.12
2021-04-13 17:04:00,0.3385,1.12,-9.99,1.12
2021-04-13 17:14:00,0.3385,1.12,-9.99,1.12
2021-04-13 17:24:00,0.3379,0.98,-9.99,0.98
2021-04-13 17:34:00,0.3382,1.03,-9.99,1.03
2021-04-13 17:44:00,0.3357,1.01,-9.99,1.01
2021-04-13 17:54:00,0.3382,1.25,-9.99,1.25
2021-04-13 18:04:00,0.3385,1.12,-9.99,1.12
2021-04-13 18:14:00,0.3366,1.08,-9.99,1.08
2021-04-13 18:24:00,0.3384,1.23,-9.99,1.23
2021-04-13 18:44:00,0.3381,1.13,-9.99,1.13
2021-04-13 18:54:00,0.3385,0.93,-9.99,0.93
2021-04-13 19:04:00,0.3385,0.79,-9.99,0.79
2021-04-13 19:14:00,0.3385,0.77,-9.99,0.77
2021-04-13 19:24:00,0.3385,0.92,-9.99,0.92
2021-04-13 19:34:00,0.3324,0.76,-9.99,0.76
2021-04-13 19:44:00,0.3276,0.57,-9.99,0.57
2021-04-13 19:54:00,0.3276,0.61,-9.99,0.61
2021-04-13 20:04:00,0.3276,0.73,-9.99,0.73
2021-04-13 20:14:00,0.3276,0.56,-9.99,0.56
2021-04-13 20:24:00,0.3276,0.63,-9.99,0.63
2021-04-13 20:34:00,0.3276,0.61,-9.99,0.61
2021-04-13 20:44:00,0.3276,0.61,-9.99,0.61
2021-04-13 20:54:00,0.3276,0.66,-9.99,0.66
2021-04-13 21:04:00,0.3276,0.58,-9.99,0.58
2021-04-13 21:14:00,0.3276,0.59,-9.99,0.59
2021-04-13 21:24:00,0.3276,0.59,-9.99,0.59
2021-04-13 21:34:00,0.3276,0.66,-9.99,0.66
2021-04-13 21:44:00,0.3276,0.58,-9.99,0.58
2021-04-13 21:54:00,0.3276,0.54,-9.99,0.54
2021-04-13 22:04:00,0.3276,0.51,-9.99,0.51
2021-04-13 22:14:00,0.3276,0.48,-9.99,0.48
2021-04-13 22:24:00,0.3276,0.48,-9.99,0.48
2021-04-13 22:34:00,0.3276,0.5,-9.99,0.5
2021-04-13 22:44:00,0.3276,0.52,-9.99,0.52
2021-04-13 22:54:00,0.3276,0.52,-9.99,0.52
2021-04-13 23:04:00,0.3276,0.5,-9.99,0.5
2021-04-13 23:14:00,0.3276,0.43,-9.99,0.43
2021-04-13 23:24:00,0.3276,0.43,-9.99,0.43
2021-04-13 23:34:00,0.3276,0.43,-9.99,0.43
2021-04-13 23:44:00,0.3276,0.41,-9.99,0.41
2021-04-13 23:54:00,0.3276,0.39,-9.99,0.39
2021-04-14 00:04:00,0.3276,0.39,-9.99,0.39
2021-04-14 00:14:00,0.3276,0.4,-9.99,0.4
2021-04-14 00:24:00,0.3276,0.4,-9.99,0.4
2021-04-14 00:34:00,0.3276,0.41,-9.99,0.41
2021-04-14 00:44:00,0.3276,0.42,-9.99,0.42
2021-04-14 00:54:00,0.3276,0.42,-9.99,0.42
2021-04-14 01:04:00,0.3276,0.43,-9.99,0.43
2021-04-14 01:14:00,0.3276,0.41,-9.99,0.41
2021-04-14 01:24:00,0.3276,0.4,-9.99,0.4
2021-04-14 01:34:00,0.3276,0.4,-9.99,0.4
2021-04-14 01:44:00,0.3276,0.41,-9.99,0.41
2021-04-14 01:54:00,0.3276,0.41,-9.99,0.41
2021-04-14 02:04:00,0.3276,0.41,-9.99,0.41
2021-04-14 02:14:00,0.3276,0.41,-9.99,0.41
2021-04-14 02:24:00,0.3276,0.41,-9.99,0.41
2021-04-14 02:34:00,0.3276,0.43,-9.99,0.43
2021-04-14 02:44:00,0.3276,0.45,-9.99,0.45
2021-04-14 02:54:00,0.3276,0.45,-9.99,0.45
2021-04-14 03:04:00,0.3276,0.45,-9.99,0.45
2021-04-14 03:14:00,0.3276,0.49,-9.99,0.49
2021-04-14 03:24:00,0.3276,0.52,-9.99,0.52
2021-04-14 03:34:00,0.3276,0.49,-9.99,0.49
2021-04-14 03:44:00,0.3276,0.49,-9.99,0.49
2021-04-14 03:54:00,0.3276,0.47,-9.99,0.47
2021-04-14 04:04:00,0.3276,0.42,-9.99,0.42
2021-04-14 04:14:00,0.3276,0.4,-9.99,0.4
2021-04-14 04:24:00,0.3276,0.38,-9.99,0.38
2021-04-14 04:34:00,0.3276,0.38,-9.99,0.38
2021-04-14 04:44:00,0.3276,0.42,-9.99,0.42
2021-04-14 04:54:00,0.3276,0.46,-9.99,0.46
2021-04-14 05:04:00,0.3276,0.44,-9.99,0.44
2021-04-14 05:14:00,0.3276,0.48,-9.99,0.48
2021-04-14 05:24:00,0.3276,0.62,-9.99,0.62
2021-04-14 05:34:00,0.3276,0.86,-9.99,0.86
2021-04-14 05:44:00,0.3276,0.58,-9.99,0.58
2021-04-14 05:54:00,0.3276,0.57,-9.99,0.57
2021-04-14 06:04:00,0.3276,0.57,-9.99,0.57
2021-04-14 06:14:00,0.3276,0.54,-9.99,0.54
2021-04-14 06:24:00,0.3276,0.55,-9.99,0.55
2021-04-14 06:34:00,0.3276,0.75,-9.99,0.75
2021-04-14 06:44:00,0.3276,0.56,-9.99,0.56
2021-04-14 06:54:00,0.3276,0.61,-9.99,0.61
2021-04-14 07:04:00,0.3276,0.95,-9.99,0.95
2021-04-14 07:14:00,0.3276,0.97,-9.99,0.97
2021-04-14 07:24:00,0.3276,0.99,-9.99,0.99
2021-04-14 07:34:00,0.3276,0.85,-9.99,0.85
2021-04-14 07:44:00,0.3276,0.85,-9.99,0.85
2021-04-14 07:54:00,0.3276,0.69,-9.99,0.69
2021-04-14 08:04:00,0.3276,0.96,-9.99,0.96
2021-04-14 08:14:00,0.3276,0.8,-9.99,0.8
2021-04-14 08:24:00,0.3276,0.81,-9.99,0.81
2021-04-14 08:34:00,0.3276,0.89,-9.99,0.89
2021-04-14 08:44:00,0.3276,0.88,-9.99,0.88
2021-04-14 08:54:00,0.3276,0.77,-9.99,0.77
2021-04-14 09:04:00,0.3277,0.9,-9.99,0.9
2021-04-14 09:14:00,0.3276,0.73,-9.99,0.73
2021-04-14 09:24:00,0.3276,0.81,-9.99,0.81
2021-04-14 09:34:00,0.3276,0.71,-9.99,0.71
2021-04-14 09:44:00,0.3276,0.76,-9.99,0.76
2021-04-14 09:54:00,0.3276,0.71,-9.99,0.71
2021-04-14 10:04:00,0.3276,0.85,-9.99,0.85
2021-04-14 10:14:00,0.3276,0.75,-9.99,0.75
2021-04-14 10:24:00,0.3276,0.81,-9.99,0.81
2021-04-14 10:34:00,0.3276,0.58,-9.99,0.58
2021-04-14 10:44:00,0.3276,0.6,-9.99,0.6
2021-04-14 10:54:00,0.3276,0.57,-9.99,0.57
2021-04-14 11:04:00,0.3276,0.64,-9.99,0.64
2021-04-14 11:14:00,0.3276,0.66,-9.99,0.66
2021-04-14 11:24:00,0.3306,0.99,-9.99,0.99
2021-04-14 11:34:00,0.3276,1.54,-9.99,1.54
2021-04-14 11:44:00,0.3276,0.74,-9.99,0.74
2021-04-14 11:54:00,0.3276,0.69,-9.99,0.69
2021-04-14 12:04:00,0.3276,0.69,-9.99,0.69
2021-04-14 12:14:00,0.3276,0.55,-9.99,0.55
2021-04-14 12:24:00,0.3276,0.61,-9.99,0.61
2021-04-14 12:34:00,0.3276,0.69,-9.99,0.69
2021-04-14 12:44:00,0.3276,0.62,-9.99,0.62
2021-04-14 12:54:00,0.3276,0.77,-9.99,0.77
2021-04-14 13:04:00,0.3276,0.61,-9.99,0.61
2021-04-14 13:14:00,0.3276,0.59,-9.99,0.59
2021-04-14 13:24:00,0.3226,0.55,-9.99,0.55
2021-04-14 13:34:00,0.3276,0.58,-9.99,0.58
2021-04-14 13:44:00,0.325,0.59,-9.99,0.59
2021-04-14 13:54:00,0.3276,0.66,-9.99,0.66
2021-04-14 14:04:00,0.3276,0.58,-9.99,0.58
2021-04-14 14:14:00,0.3276,0.71,-9.99,0.71
2021-04-14 14:24:00,0.3276,0.71,-9.99,0.71
2021-04-14 14:34:00,0.3276,0.66,-9.99,0.66
2021-04-14 14:44:00,0.3276,0.72,-9.99,0.72
2021-04-14 14:54:00,0.3276,0.72,-9.99,0.72
2021-04-14 15:04:00,0.3276,0.67,-9.99,0.67
2021-04-14 15:14:00,0.3247,0.73,-9.99,0.73
2021-04-14 15:24:00,0.3181,0.68,-9.99,0.68
2021-04-14 15:34:00,0.3232,0.77,-9.99,0.77
2021-04-14 15:44:00,0.3188,0.78,-9.99,0.78
2021-04-14 15:54:00,0.3214,0.66,-9.99,0.66
2021-04-14 16:04:00,0.3226,0.93,-9.99,0.93
2021-04-14 16:14:00,0.327,0.99,-9.99,0.99
2021-04-14 16:24:00,0.3276,0.7,-9.99,0.7
2021-04-14 16:44:00,0.3454,0.93,-9.99,0.93
2021-04-14 16:54:00,0.3493,0.71,-9.99,0.71
2021-04-14 17:04:00,0.3494,0.74,-9.99,0.74
2021-04-14 17:14:00,0.3494,0.77,-9.99,0.77
2021-04-14 17:24:00,0.3494,0.87,-9.99,0.87
2021-04-14 17:34:00,0.3494,0.8,-9.99,0.8
2021-04-14 17:44:00,0.3492,0.68,-9.99,0.68
2021-04-14 17:54:00,0.3483,0.78,-9.99,0.78
2021-04-14 18:04:00,0.3494,0.74,-9.99,0.74
2021-04-14 18:14:00,0.3488,0.7,-9.99,0.7
2021-04-14 18:24:00,0.3493,0.77,-9.99,0.77
2021-04-14 18:34:00,0.3472,0.75,-9.99,0.75
2021-04-14 18:44:00,0.3494,0.72,-9.99,0.72
2021-04-14 18:54:00,0.3494,0.71,-9.99,0.71
2021-04-14 19:04:00,0.3494,0.82,-9.99,0.82
2021-04-14 19:14:00,0.3494,0.78,-9.99,0.78
2021-04-14 19:24:00,0.3494,0.84,-9.99,0.84
2021-04-14 19:34:00,0.3494,0.8,-9.99,0.8
2021-04-14 19:44:00,0.3494,0.76,-9.99,0.76
2021-04-14 19:54:00,0.3494,0.72,-9.99,0.72
2021-04-14 20:04:00,0.3477,0.65,-9.99,0.65
2021-04-14 20:14:00,0.3461,0.64,-9.99,0.64
2021-04-14 20:24:00,0.3385,0.67,-9.99,0.67
2021-04-14 20:34:00,0.3404,0.72,-9.99,0.72
2021-04-14 20:44:00,0.3459,0.7,-9.99,0.7
2021-04-14 20:54:00,0.3456,0.68,-9.99,0.68
2021-04-14 21:04:00,0.3462,0.62,-9.99,0.62
2021-04-14 21:14:00,0.3492,0.63,-9.99,0.63
2021-04-14 21:24:00,0.3475,0.61,-9.99,0.61
2021-04-14 21:34:00,0.3479,0.58,-9.99,0.58
2021-04-14 21:44:00,0.3494,0.47,-9.99,0.47
2021-04-14 21:54:00,0.3494,0.44,-9.99,0.44
2021-04-14 22:04:00,0.3404,0.46,-9.99,0.46
2021-04-14 22:14:00,0.3385,0.54,-9.99,0.54
2021-04-14 22:24:00,0.3385,0.57,-9.99,0.57
2021-04-14 22:34:00,0.3385,0.57,-9.99,0.57
2021-04-14 22:44:00,0.3385,0.6,-9.99,0.6
2021-04-14 22:54:00,0.3385,0.61,-9.99,0.61
2021-04-14 23:04:00,0.3385,0.61,-9.99,0.61
2021-04-14 23:14:00,0.3385,0.62,-9.99,0.62
2021-04-14 23:24:00,0.3386,0.61,-9.99,0.61
2021-04-14 23:34:00,0.3385,0.56,-9.99,0.56
2021-04-14 23:44:00,0.3385,0.59,-9.99,0.59
2021-04-14 23:54:00,0.3385,0.56,-9.99,0.56
2021-04-15 00:04:00,0.3385,0.55,-9.99,0.55
2021-04-15 00:14:00,0.3385,0.57,-9.99,0.57
2021-04-15 00:24:00,0.3385,0.54,-9.99,0.54
2021-04-15 00:34:00,0.3385,0.52,-9.99,0.52
2021-04-15 00:44:00,0.3385,0.53,-9.99,0.53
2021-04-15 00:54:00,0.3385,0.5,-9.99,0.5
2021-04-15 01:04:00,0.3385,0.48,-9.99,0.48
2021-04-15 01:14:00,0.3385,0.46,-9.99,0.46
2021-04-15 01:24:00,0.3385,0.43,-9.99,0.43
2021-04-15 01:34:00,0.3385,0.44,-9.99,0.44
2021-04-15 01:44:00,0.3385,0.45,-9.99,0.45
2021-04-15 01:54:00,0.3385,0.44,-9.99,0.44
