datetime,lat,lon,cluster
2019-12-26 17:00:00,21.292,106.147,1
2019-12-27 05:00:00,21.227,106.057,1
2019-12-27 17:00:00,21.059,105.98,1
2019-12-28 05:00:00,20.982,105.886,1
2019-12-28 17:00:00,20.952,105.811,1
2019-12-30 17:00:00,21.188,106.07,1
2019-12-31 05:00:00,21.237,106.119,1
2019-12-31 17:00:00,21.071,106.048,1
2019-01-02 16:00:00,21.327,106.157,1
2019-01-03 04:00:00,21.302,105.93,1
2019-01-03 16:00:00,21.105,105.951,1
2019-01-04 04:00:00,21.226,105.972,1
2019-01-04 16:00:00,21.019,106.009,1
2019-01-05 04:00:00,21.072,105.942,1
2019-01-05 16:00:00,21.068,106.201,1
2019-01-06 04:00:00,20.945,105.969,1
2019-01-08 16:00:00,21.164,106.322,1
2019-01-09 04:00:00,21.093,106.215,1
2019-01-09 16:00:00,21.021,106.101,1
2019-01-10 04:00:00,20.854,106.046,1
2019-01-15 16:00:00,21.287,106.297,1
2019-01-16 04:00:00,21.388,106.288,1
2019-01-16 16:00:00,21.303,106.085,1
2019-01-17 04:00:00,21.258,106.17,1
2019-01-17 16:00:00,21.002,106.039,1
2019-01-18 04:00:00,20.759,105.682,1
2019-01-21 04:00:00,21.301,106.368,1
2019-01-21 16:00:00,21.447,106.406,1
2019-01-22 04:00:00,21.157,105.996,1
2019-01-22 16:00:00,21.08,105.977,1
2019-01-23 04:00:00,20.869,105.937,1
2019-02-23 16:00:00,21.258,106.249,1
2019-02-24 04:00:00,20.99,106.273,1
2019-02-25 04:00:00,20.951,106.279,1
2019-03-06 16:00:00,21.067,106.135,1
2019-03-07 04:00:00,21.035,106.26,1
2019-03-07 16:00:00,21.04,106.168,1
2019-03-08 04:00:00,20.719,105.902,1
2019-03-10 04:00:00,21.142,106.122,1
2019-03-10 16:00:00,21.202,105.996,1
2019-03-11 04:00:00,21.03,105.984,1
2019-03-11 16:00:00,21.156,106.057,1
2019-03-12 04:00:00,20.853,106.087,1
2019-03-15 04:00:00,21.231,106.377,1
2019-03-15 16:00:00,21.057,106.242,1
2019-03-16 04:00:00,20.749,106.156,1
2019-03-23 04:00:00,21.401,106.368,1
2019-03-23 16:00:00,21.252,106.435,1
2019-03-24 04:00:00,20.939,106.329,1
2019-03-25 04:00:00,20.846,106.035,1
2019-04-16 16:00:00,21.004,106.042,1
2019-04-17 04:00:00,20.65,105.768,1
2019-05-01 04:00:00,21.076,106.105,1
2019-05-01 16:00:00,20.92,105.987,1
2019-05-02 04:00:00,20.865,106.126,1
